Sample,90_min_after_cold_stress,90_min_after_oxy_stress
eco_gcs1_t06255,0.001527135,0.000910297
eco_gcs1_t11703,0.00422471,0.007354307
eco_gcs1_t10094,6.46829E-05,5.49222E-05
eco_gcs1_t08047,0.004167788,0.011077114
eco_gcs1_t11351,4.31309E-05,0.000193844
eco_gcs1_t04080,5.10579E-05,0.00022619
eco_gcs1_t00169,0.000823148,0.001704666
eco_gcs1_t07006,0.049711996,0.059141107
eco_gcs1_t10681,6.59721E-06,0.000154601
eco_gcs1_t01192,4.08196E-06,0.000147851
eco_gcs1_t11775,0.000344707,0.000688304
eco_gcs1_t09979,0.000612843,0.000989999
eco_gcs1_t06184,0.000256892,0.000384088
eco_gcs1_t01370,1.44651E-05,3.10951E-05
eco_gcs1_t09296,0.000379426,0.000309912
eco_gcs1_t11318,4.74571E-06,2.13182E-05
eco_gcs1_t00856,6.19145E-06,0.000101562
eco_gcs1_t08231,0.005944638,0.001608812
eco_gcs1_t02465,0.000303694,0.000243426
eco_gcs1_t10276,0.000881907,0.00173666
eco_gcs1_t09536,0.005626342,0.005354237
eco_gcs1_t10132,0.002147583,0.001164894
eco_gcs1_t03046,0.001994359,0.000636477
eco_gcs1_t03838,4.06408E-05,0.000267934
eco_gcs1_t03834,6.53226E-06,3.68202E-05
eco_gcs1_t07198,0.000167991,0.000335646
eco_gcs1_t09982,0.000127779,0.000403012
eco_gcs1_t04300,0.001533731,0.000597972
eco_gcs1_t09170,0.000678219,0.000682027
eco_gcs1_t07339,0.000122883,0.000105992
eco_gcs1_t09277,0.000245571,0.000556638
eco_gcs1_t11452,0.012264991,0.00454803
eco_gcs1_t02980,5.72795E-06,1.44254E-05
eco_gcs1_t08186,2.21524E-05,0.000408866
eco_gcs1_t09337,0.000623377,0.001507603
eco_gcs1_t05813,1.47938E-05,0.000247093
eco_gcs1_t12465,0.000280018,0.00065082
eco_gcs1_t02010,3.799E-05,1.3762E-05
eco_gcs1_t04426,0.000234615,0.000402995
eco_gcs1_t09814,1.61652E-05,0.00023713
eco_gcs1_t07783,0.005330725,0.001534137
eco_gcs1_t00411,0.007161821,0.010479715
eco_gcs1_t03093,7.711E-05,4.34123E-05
eco_gcs1_t08227,0.008160619,0.001562682
eco_gcs1_t04855,1.39354E-05,0.000160166
eco_gcs1_t06802,0.000312683,0.001021296
eco_gcs1_t05107,0.000209994,0.002467255
eco_gcs1_t08974,0.001065844,0.001117566
eco_gcs1_t01469,0.000159517,0.000313511
eco_gcs1_t12407,0.004723431,0.002331885
eco_gcs1_t02049,6.85499E-06,0.000284057
eco_gcs1_t01562,0.000273576,0.000617356
eco_gcs1_t06210,1.20093E-05,5.25461E-05
eco_gcs1_t01741,9.19507E-05,0.000224516
eco_gcs1_t01221,5.03622E-05,0.00031666
eco_gcs1_t09666,0.000189779,0.00118991
eco_gcs1_t03229,3.12552E-05,2.2651E-05
eco_gcs1_t06428,1.61373E-05,1.64255E-05
eco_gcs1_t01446,0.000343312,0.000444544
eco_gcs1_t09704,1.71114E-05,7.06421E-05
eco_gcs1_t02636,0.000100909,0.000266983
eco_gcs1_t02836,0.00017231,0.000155699
eco_gcs1_t01937,0.000493886,0.001465649
eco_gcs1_t04669,0.000882755,0.000603757
eco_gcs1_t12174,0.019312489,0.009042624
eco_gcs1_t08611,0.00158784,0.002726123
eco_gcs1_t07683,1.91896E-05,0.000179045
eco_gcs1_t01851,0.037723813,0.04181686
eco_gcs1_t09249,0.001437836,0.001234619
eco_gcs1_t08580,8.68238E-05,0.000216211
eco_gcs1_t07777,0.000284435,0.001153292
eco_gcs1_t10004,7.70728E-05,0.000359039
eco_gcs1_t07786,0.001384871,0.000650819
eco_gcs1_t03755,8.4414E-06,4.74746E-05
eco_gcs1_t08041,0.003090091,0.002348055
eco_gcs1_t04521,9.66021E-06,4.5281E-05
eco_gcs1_t05897,0.000223659,0.000272631
eco_gcs1_t08415,0.006631739,0.004783294
eco_gcs1_t03380,1.73548E-05,0.000185007
eco_gcs1_t11045,0.000561583,0.000919052
eco_gcs1_t00614,3.49607E-05,3.31901E-05
eco_gcs1_t00798,6.36407E-05,0.001718452
eco_gcs1_t05624,0.00067065,0.003397588
eco_gcs1_t12450,0.000138727,0.001365282
eco_gcs1_t10241,2.27662E-05,0.000196941
eco_gcs1_t02357,7.71392E-06,5.25665E-05
eco_gcs1_t04864,0.000339996,0.000335647
eco_gcs1_t12134,8.97196E-05,0.000676636
eco_gcs1_t02227,9.04839E-06,3.80573E-05
eco_gcs1_t04917,0.018474823,0.010211534
eco_gcs1_t01655,0.000882499,0.000849456
eco_gcs1_t09457,2.87072E-05,0.000365768
eco_gcs1_t07083,0.00122332,0.001165359
eco_gcs1_t08024,0.000104166,0.000271019
eco_gcs1_t00638,0.000112697,0.000313466
eco_gcs1_t09985,0.000177115,0.00049786
eco_gcs1_t02791,0.000987505,0.008004249
eco_gcs1_t01963,0.000597024,0.000662742
eco_gcs1_t10994,0.00018685,0.000458722
eco_gcs1_t00452,0.001923062,0.004823011
eco_gcs1_t06713,8.66004E-05,9.90729E-05
eco_gcs1_t06075,4.93302E-05,6.55779E-05
eco_gcs1_t10958,0.000125407,0.000180047
eco_gcs1_t05277,3.43565E-05,9.4188E-05
eco_gcs1_t03987,1.13723E-05,4.81744E-05
eco_gcs1_t02931,3.98181E-05,0.005785552
eco_gcs1_t00833,2.27888E-05,9.23353E-05
eco_gcs1_t08072,0.003912726,0.009907146
eco_gcs1_t00608,0.037971337,0.058126055
eco_gcs1_t02421,0.000637457,0.000363655
eco_gcs1_t10941,0.004662453,0.017021794
eco_gcs1_t04351,0.001812454,0.00052715
eco_gcs1_t12425,0.000445271,0.000457761
eco_gcs1_t07510,0.000207937,0.000368209
eco_gcs1_t03159,0.007209079,0.006420141
eco_gcs1_t01751,5.79893E-05,0.000168217
eco_gcs1_t00326,4.78877E-06,1.17183E-05
eco_gcs1_t09329,6.28346E-05,0.000405992
eco_gcs1_t03738,8.41563E-05,9.63185E-05
eco_gcs1_t08630,3.4089E-05,0.000133451
eco_gcs1_t04975,0.025102176,0.102467155
eco_gcs1_t05428,0.001740976,0.001865368
eco_gcs1_t00914,8.30458E-05,0.000426626
eco_gcs1_t10526,0.001623538,0.005324976
eco_gcs1_t04219,4.30877E-05,2.58676E-05
eco_gcs1_t07122,3.93247E-06,2.42191E-05
eco_gcs1_t01037,0.079112732,0.080999038
eco_gcs1_t01747,0.000107228,0.000223197
eco_gcs1_t08419,0.002851401,0.000427519
eco_gcs1_t07102,0.000121661,2.06108E-05
eco_gcs1_t02843,0.000704949,0.00101076
eco_gcs1_t01806,0.000261732,0.004592463
eco_gcs1_t11723,0.000540351,0.000592536
eco_gcs1_t03070,0.000253664,0.000324329
eco_gcs1_t03407,0.000375765,0.000354983
eco_gcs1_t07728,0.000409178,0.000394187
eco_gcs1_t05528,6.31224E-05,0.000207695
eco_gcs1_t08481,0.004172284,0.013834981
eco_gcs1_t01461,5.31846E-05,0.000200871
eco_gcs1_t02039,0.000634999,0.000819768
eco_gcs1_t12160,0.000202499,0.002949978
eco_gcs1_t08786,1.96986E-05,0.000193703
eco_gcs1_t07201,0.000293734,0.000764215
eco_gcs1_t12158,0.00392856,0.001050002
eco_gcs1_t09799,0.000127803,0.000211743
eco_gcs1_t05139,0.000301896,0.000367007
eco_gcs1_t08130,7.89996E-05,0.000192847
eco_gcs1_t01104,9.91878E-05,0.000234854
eco_gcs1_t05234,0.000405569,0.000302005
eco_gcs1_t04814,3.53428E-05,6.15417E-05
eco_gcs1_t01958,1.37902E-05,4.99704E-05
eco_gcs1_t03343,0.01369398,0.000606716
eco_gcs1_t04085,0.000212911,0.000474543
eco_gcs1_t01529,0.000305026,0.000354687
eco_gcs1_t12117,0.000138585,0.000646017
eco_gcs1_t08891,2.66541E-05,0.000182789
eco_gcs1_t06684,0.004279565,0.002235265
eco_gcs1_t04588,0.000983087,0.001559323
eco_gcs1_t04054,0.001082371,0.003107197
eco_gcs1_t12205,0.001280795,0.000889169
eco_gcs1_t01015,1.39477E-05,0.000114045
eco_gcs1_t11491,0.000100577,0.000224562
eco_gcs1_t06805,0.001812372,0.002371
eco_gcs1_t09505,0.001510891,0.00189146
eco_gcs1_t09429,2.46368E-05,0.000416528
eco_gcs1_t01659,0.000235856,0.000405229
eco_gcs1_t10867,3.03329E-05,0.000269381
eco_gcs1_t04925,0.011130883,0.005750699
eco_gcs1_t03624,9.90377E-05,0.00041093
eco_gcs1_t05093,0.015654649,0.003735621
eco_gcs1_t01552,3.5074E-05,6.09565E-05
eco_gcs1_t03137,2.73664E-05,5.36264E-05
eco_gcs1_t02450,0.000449493,0.00072692
eco_gcs1_t01320,1.07947E-05,0.000370242
eco_gcs1_t11885,0.051420178,0.012236096
eco_gcs1_t02144,1.13708E-05,0.00011187
eco_gcs1_t04149,0.003396855,0.000154641
eco_gcs1_t08380,0.006408388,0.002195028
eco_gcs1_t09431,1.09724E-05,0.000202169
eco_gcs1_t07028,0.000178498,0.000386375
eco_gcs1_t11284,3.41313E-05,0.000583398
eco_gcs1_t09826,4.95302E-05,0.000212692
eco_gcs1_t01676,1.10568E-05,0.000157554
eco_gcs1_t11530,4.1132E-05,0.000404384
eco_gcs1_t00982,0.001312208,0.00060121
eco_gcs1_t12516,1.44034E-05,0.000111862
eco_gcs1_t11548,0.00022637,0.000424874
eco_gcs1_t03530,2.31403E-05,5.50069E-05
eco_gcs1_t10577,0.011678556,0.007604939
eco_gcs1_t04274,0.000835964,0.005070402
eco_gcs1_t00185,8.15144E-05,0.000372864
eco_gcs1_t11664,0.000382938,0.000180821
eco_gcs1_t07149,2.42421E-05,0.000161822
eco_gcs1_t05890,0.000572893,0.000303958
eco_gcs1_t10159,0.000222543,0.000530643
eco_gcs1_t00204,0.0028536,0.005361488
eco_gcs1_t00963,0.001698711,0.001976918
eco_gcs1_t09294,0.003013015,0.001576676
eco_gcs1_t01835,0.000179858,0.000377055
eco_gcs1_t09702,0.001375296,0.000962346
eco_gcs1_t07715,0.00015956,0.000305431
eco_gcs1_t02714,6.12486E-05,0.000205329
eco_gcs1_t10793,0.000945477,0.001439212
eco_gcs1_t05826,0.000533474,0.000525357
eco_gcs1_t10416,0.002649901,0.002064425
eco_gcs1_t06618,3.81685E-05,8.25728E-05
eco_gcs1_t00394,0.00037753,0.000121023
eco_gcs1_t10490,0.061611201,0.035953067
eco_gcs1_t08450,0.000844692,0.001134949
eco_gcs1_t04378,0.001295961,0.002209319
eco_gcs1_t06951,0.000753467,0.000819231
eco_gcs1_t02573,5.27219E-05,0.000356656
eco_gcs1_t06169,0.003480278,0.010076876
eco_gcs1_t00164,3.49187E-05,0.000114752
eco_gcs1_t05176,0.004491835,0.00079526
eco_gcs1_t05082,0.004681497,0.001077933
eco_gcs1_t07258,0.000139408,0.000569952
eco_gcs1_t12103,0.083268661,0.014409523
eco_gcs1_t06732,0.001174732,0.000599656
eco_gcs1_t06694,2.65616E-05,0.000210636
eco_gcs1_t06265,0.000910539,0.000462991
eco_gcs1_t01864,7.61973E-05,0.000125211
eco_gcs1_t08151,5.79086E-06,2.88351E-05
eco_gcs1_t03923,7.3461E-05,0.000310904
eco_gcs1_t02475,2.40474E-05,0.000408557
eco_gcs1_t08229,0.014374661,0.013812343
eco_gcs1_t05348,0.000115306,0.000152193
eco_gcs1_t11624,0.000137613,0.000237804
eco_gcs1_t02678,0.000131016,0.000110658
eco_gcs1_t06707,1.70527E-05,4.56484E-05
eco_gcs1_t08560,0.00019775,0.000415633
eco_gcs1_t06143,2.91122E-05,0.000203009
eco_gcs1_t01797,0.017827522,0.00381626
eco_gcs1_t04496,0.000146003,0.000233995
eco_gcs1_t10925,4.654E-05,0.000155472
eco_gcs1_t07513,0.001479469,0.001410659
eco_gcs1_t00230,0.002585974,0.000662031
eco_gcs1_t05526,8.39796E-05,0.000167136
eco_gcs1_t06896,0.000272404,0.000490389
eco_gcs1_t11682,0.000778575,0.026836019
eco_gcs1_t09825,9.22694E-06,0.000236776
eco_gcs1_t02754,0.000203716,6.86994E-05
eco_gcs1_t05613,9.77849E-05,2.64285E-05
eco_gcs1_t05636,0.003484909,0.013822722
eco_gcs1_t05907,9.20461E-05,0.000192461
eco_gcs1_t02523,1.76548E-05,6.48955E-05
eco_gcs1_t05576,0.000293257,0.000239639
eco_gcs1_t09481,1.13731E-05,0.000209005
eco_gcs1_t00571,0.01702873,0.006883468
eco_gcs1_t01863,0.001226574,0.000990623
eco_gcs1_t10126,5.50689E-05,0.000147683
eco_gcs1_t05598,4.62077E-05,0.000426287
eco_gcs1_t06900,9.80416E-05,0.000133335
eco_gcs1_t09410,0.001051489,0.001470726
eco_gcs1_t03377,2.28097E-05,0.000227124
eco_gcs1_t11771,0.001218558,0.001103864
eco_gcs1_t05152,0.001122326,0.000367641
eco_gcs1_t05210,0.000138989,0.000442808
eco_gcs1_t06517,2.92539E-05,0.000470481
eco_gcs1_t07209,0.001580218,0.001062119
eco_gcs1_t07087,4.47775E-05,0.000389305
eco_gcs1_t07844,4.10588E-05,0.000181097
eco_gcs1_t03508,4.57018E-06,1.8357E-05
eco_gcs1_t08863,3.87916E-05,0.00032147
eco_gcs1_t12221,0.0001392,0.000384314
eco_gcs1_t01203,1.04983E-05,6.44709E-05
eco_gcs1_t11575,2.35692E-05,0.000392412
eco_gcs1_t06383,0.000116605,0.00025728
eco_gcs1_t07257,9.40379E-06,2.65395E-05
eco_gcs1_t00353,0.000339052,0.00091404
eco_gcs1_t00633,1.79598E-05,1.41353E-05
eco_gcs1_t06606,3.56407E-05,0.000213812
eco_gcs1_t03915,0.006652297,0.000761648
eco_gcs1_t05743,2.34218E-05,0.000129623
eco_gcs1_t04433,0.000160541,0.000203752
eco_gcs1_t05942,6.58421E-05,0.000121123
eco_gcs1_t08283,3.0349E-05,0.000114737
eco_gcs1_t05417,0.001012434,0.001337273
eco_gcs1_t08308,1.14391E-05,0.000355585
eco_gcs1_t10943,0.010437285,0.01921943
eco_gcs1_t03354,0.07898444,0.002186846
eco_gcs1_t04101,0.000632272,0.000686348
eco_gcs1_t06052,0.000195564,0.000976643
eco_gcs1_t09696,5.07692E-05,0.000950332
eco_gcs1_t04798,3.44386E-05,9.29781E-05
eco_gcs1_t09351,2.89972E-05,0.000131904
eco_gcs1_t06108,0.000406911,0.000250428
eco_gcs1_t10894,0.0040504,0.001717259
eco_gcs1_t08467,0.005901025,0.003222704
eco_gcs1_t05607,0.00012029,0.000228495
eco_gcs1_t11995,0.007789726,0.00852078
eco_gcs1_t01343,3.66602E-06,7.03143E-06
eco_gcs1_t08246,9.87866E-05,0.000371013
eco_gcs1_t10395,0.000321149,0.000448545
eco_gcs1_t00309,8.89362E-06,1.09855E-05
eco_gcs1_t01464,4.16401E-05,0.00041501
eco_gcs1_t07372,2.11393E-05,0.000496161
eco_gcs1_t06815,0.003153606,0.001396302
eco_gcs1_t04261,0.000451405,0.000141853
eco_gcs1_t11920,8.75608E-05,0.000668038
eco_gcs1_t00598,8.69191E-05,0.000289044
eco_gcs1_t02313,0.001451512,0.000980191
eco_gcs1_t01629,0.006152631,0.0018628
eco_gcs1_t09051,0.007490135,0.001770308
eco_gcs1_t12110,0.005561009,0.010896262
eco_gcs1_t01578,0.000154406,0.000193178
eco_gcs1_t05971,0.001260271,0.000684696
eco_gcs1_t08438,0.004626499,0.002345773
eco_gcs1_t00136,4.93985E-05,0.000558797
eco_gcs1_t12093,0.000230647,0.000461512
eco_gcs1_t02080,0.001616468,0.000468611
eco_gcs1_t03892,0.000317076,1.96656E-05
eco_gcs1_t06453,6.7271E-05,6.58426E-05
eco_gcs1_t08741,5.75237E-05,9.56717E-05
eco_gcs1_t06465,4.89912E-05,0.000214726
eco_gcs1_t11489,0.000334758,0.000684569
eco_gcs1_t05433,0.009943196,0.009300673
eco_gcs1_t09259,0.001452051,0.001730888
eco_gcs1_t11730,0.000155342,0.000388926
eco_gcs1_t03323,2.49162E-05,0.000614776
eco_gcs1_t06755,2.70492E-05,8.07456E-05
eco_gcs1_t06190,0.001430523,0.000785055
eco_gcs1_t01978,0.000661052,0.000923015
eco_gcs1_t08172,9.16685E-05,0.000224374
eco_gcs1_t12303,0.001578302,0.011044753
eco_gcs1_t12026,0.001611231,0.003104756
eco_gcs1_t08973,0.010798569,0.006908606
eco_gcs1_t01014,0.002166567,0.005372974
eco_gcs1_t10227,0.001513449,0.000504637
eco_gcs1_t01481,1.13439E-05,0.000110977
eco_gcs1_t11861,8.04684E-05,0.000574967
eco_gcs1_t09394,3.35535E-05,0.000226965
eco_gcs1_t02644,0.000123491,0.000198002
eco_gcs1_t04365,9.20227E-05,0.00017131
eco_gcs1_t11552,0.000530552,0.001102743
eco_gcs1_t05935,4.76308E-05,0.000406398
eco_gcs1_t10903,0.001013866,0.000410165
eco_gcs1_t10324,0.000239688,0.000892362
eco_gcs1_t03822,1.17387E-05,3.53334E-05
eco_gcs1_t10541,1.76276E-05,0.000186201
eco_gcs1_t08194,0.000175619,0.000520722
eco_gcs1_t03546,0.03254524,0.033921987
eco_gcs1_t12197,0.004019305,0.000745888
eco_gcs1_t11657,0.000365508,0.00073233
eco_gcs1_t02803,0.000226549,0.000274036
eco_gcs1_t05255,8.35016E-05,0.000261277
eco_gcs1_t06056,2.66295E-05,0.000100545
eco_gcs1_t11929,0.000194613,0.000976609
eco_gcs1_t00470,0.002307217,0.001403035
eco_gcs1_t00788,1.62201E-05,7.11666E-05
eco_gcs1_t10582,0.000398692,0.000734254
eco_gcs1_t11250,5.33645E-05,0.000553575
eco_gcs1_t00748,4.93461E-05,0.000202362
eco_gcs1_t01035,0.010967862,0.002795267
eco_gcs1_t06679,0.006130295,0.006467084
eco_gcs1_t10046,0.00046928,0.000572518
eco_gcs1_t08978,6.33585E-05,0.000352096
eco_gcs1_t09159,0.002670221,0.002685037
eco_gcs1_t11990,0.000338557,0.000825254
eco_gcs1_t01515,7.04711E-05,3.69722E-05
eco_gcs1_t09112,0.000633467,0.001301659
eco_gcs1_t03722,0.000134297,0.000294296
eco_gcs1_t10463,0.001798259,0.002446198
eco_gcs1_t04401,0.005383874,0.001062909
eco_gcs1_t00683,4.1588E-06,0.009187573
eco_gcs1_t02181,0.000499797,0.000684082
eco_gcs1_t00541,0.000853378,0.001063881
eco_gcs1_t10831,0.010299235,0.002582957
eco_gcs1_t08703,0.00277186,0.000962645
eco_gcs1_t11578,0.001108753,0.001166298
eco_gcs1_t01588,8.04411E-06,0.000107024
eco_gcs1_t09600,9.39015E-05,0.000848993
eco_gcs1_t03329,0.001813604,0.001574792
eco_gcs1_t00613,4.91297E-05,0.00045571
eco_gcs1_t03121,7.0427E-05,0.000239955
eco_gcs1_t12480,0.001178257,0.005197485
eco_gcs1_t01006,0.002412241,0.006104177
eco_gcs1_t05219,0.000232868,0.000240838
eco_gcs1_t10059,0.000133172,0.000575586
eco_gcs1_t11994,0.001563833,0.000471896
eco_gcs1_t05390,4.01003E-05,0.000111769
eco_gcs1_t07129,3.86524E-06,5.88283E-05
eco_gcs1_t11084,0.000639005,0.000248201
eco_gcs1_t03352,0.032261001,0.000948658
eco_gcs1_t05141,8.20907E-05,0.000441256
eco_gcs1_t03003,8.44603E-05,0.000179486
eco_gcs1_t10571,3.86546E-06,1.00916E-05
eco_gcs1_t02616,5.50881E-06,4.64386E-05
eco_gcs1_t06921,0.006729334,0.000815197
eco_gcs1_t01096,0.000875971,0.000557405
eco_gcs1_t06754,3.31179E-05,0.000108281
eco_gcs1_t05150,3.9002E-05,6.85807E-05
eco_gcs1_t01959,1.93842E-05,0.000110192
eco_gcs1_t07306,4.61067E-05,0.001294393
eco_gcs1_t03991,1.23067E-05,0.000106509
eco_gcs1_t02561,1.84281E-05,0.000159905
eco_gcs1_t07866,1.47825E-05,0.000301615
eco_gcs1_t00994,0.000436652,0.00072137
eco_gcs1_t05337,4.16091E-05,0.000115317
eco_gcs1_t01543,4.61371E-05,0.000137248
eco_gcs1_t11795,0.000147299,0.001050178
eco_gcs1_t04576,0.000461501,0.00025351
eco_gcs1_t06585,0.001148667,0.002949877
eco_gcs1_t05993,1.13884E-05,7.56417E-05
eco_gcs1_t12104,0.006519172,0.003770498
eco_gcs1_t07879,0.000353367,0.000788786
eco_gcs1_t10525,0.000708177,0.000288853
eco_gcs1_t09511,0.000253072,0.001296475
eco_gcs1_t03786,9.45803E-05,0.000490405
eco_gcs1_t05193,0.001914389,0.000773902
eco_gcs1_t08714,0.086745395,0.056069507
eco_gcs1_t02850,8.91411E-05,7.24325E-05
eco_gcs1_t02885,0.000602046,0.00089117
eco_gcs1_t03769,6.81881E-05,0.000366761
eco_gcs1_t10270,0.003271628,0.005932933
eco_gcs1_t02072,0.000201109,0.000288864
eco_gcs1_t07604,5.65629E-06,8.24382E-05
eco_gcs1_t01894,0.000204694,0.000322928
eco_gcs1_t07183,0.007649648,0.000232188
eco_gcs1_t09026,0.000954642,0.001707528
eco_gcs1_t02122,3.42918E-05,0.00033704
eco_gcs1_t09093,0.01752964,0.009864778
eco_gcs1_t01508,0.001142614,0.000573324
eco_gcs1_t09858,0.012374375,0.012059224
eco_gcs1_t04071,0.000255709,0.000568581
eco_gcs1_t04047,0.000686785,0.000684318
eco_gcs1_t08079,0.001009289,0.000496781
eco_gcs1_t07882,2.85139E-05,0.000118963
eco_gcs1_t00459,0.000128131,0.000441142
eco_gcs1_t07870,0.008206914,0.001410686
eco_gcs1_t09720,5.84668E-06,0.000252083
eco_gcs1_t04294,0.000823964,0.00087847
eco_gcs1_t00590,3.75531E-05,0.000398668
eco_gcs1_t09180,4.30104E-06,9.54125E-06
eco_gcs1_t07645,4.88299E-05,0.000142253
eco_gcs1_t07117,3.76541E-06,1.46629E-05
eco_gcs1_t01845,0.008986548,0.003518914
eco_gcs1_t04740,6.3083E-05,0.000120406
eco_gcs1_t02013,0.001121732,0.000605693
eco_gcs1_t11060,0.000153591,0.000647359
eco_gcs1_t00140,0.000204645,0.00024632
eco_gcs1_t11225,0.002875162,0.001971907
eco_gcs1_t03680,9.71872E-05,0.000226029
eco_gcs1_t05548,6.28342E-05,0.000146068
eco_gcs1_t08831,0.001269729,0.00012892
eco_gcs1_t10892,0.004643898,0.003190419
eco_gcs1_t08537,0.001121316,0.004669542
eco_gcs1_t12266,0.004032658,0.001242233
eco_gcs1_t03144,0.000101977,7.74496E-05
eco_gcs1_t01809,0.002859215,0.004032216
eco_gcs1_t11869,0.000140448,0.000394796
eco_gcs1_t08619,0.000262279,0.000377795
eco_gcs1_t01022,0.006559066,0.003801298
eco_gcs1_t08844,0.001440727,0.001706462
eco_gcs1_t12481,1.38023E-05,1.14687E-05
eco_gcs1_t07639,5.08186E-05,0.000304509
eco_gcs1_t06524,0.000353545,0.00145498
eco_gcs1_t05725,3.41097E-05,0.000133832
eco_gcs1_t12475,0.004213223,0.006754431
eco_gcs1_t01142,0.002187452,0.001018276
eco_gcs1_t09332,0.000176183,0.000334046
eco_gcs1_t03111,0.000511753,0.000270141
eco_gcs1_t00058,6.58379E-05,0.000210576
eco_gcs1_t09725,0.000692291,0.002126449
eco_gcs1_t00785,1.10725E-05,0.000220187
eco_gcs1_t01493,0.001085737,0.000546004
eco_gcs1_t00542,0.000383062,0.000421326
eco_gcs1_t09909,0.003882328,0.002892563
eco_gcs1_t02135,0.000103414,0.000454212
eco_gcs1_t00838,0.00029412,0.000781417
eco_gcs1_t04386,0.000423719,0.000364388
eco_gcs1_t04640,0.000122181,0.000181527
eco_gcs1_t02064,8.49667E-06,7.04365E-05
eco_gcs1_t00656,1.87712E-05,0.00022412
eco_gcs1_t00649,0.000483868,0.000566996
eco_gcs1_t07586,0.000163675,0.000465757
eco_gcs1_t09190,3.44781E-05,0.000213871
eco_gcs1_t05135,0.001567896,0.00042568
eco_gcs1_t05766,0.000130319,0.000251685
eco_gcs1_t09203,1.52062E-05,0.000277292
eco_gcs1_t07240,0.000114086,0.000525868
eco_gcs1_t09749,3.86274E-05,0.000190225
eco_gcs1_t06441,0.011205699,0.000314773
eco_gcs1_t09632,0.000535185,0.002433553
eco_gcs1_t12456,2.19129E-05,8.18527E-06
eco_gcs1_t04584,0.000257518,0.000616265
eco_gcs1_t10768,0.00011202,0.00048115
eco_gcs1_t00600,0.001806793,0.001803193
eco_gcs1_t10095,0.000370556,0.000435913
eco_gcs1_t07568,0.000353954,0.000250964
eco_gcs1_t04049,0.000201349,0.000481772
eco_gcs1_t04321,6.4835E-05,8.48181E-05
eco_gcs1_t09339,0.000451161,0.000955372
eco_gcs1_t06340,0.000236271,0.000346097
eco_gcs1_t12225,0.000322748,0.0015817
eco_gcs1_t12018,0.00049166,0.000809752
eco_gcs1_t02889,1.40829E-05,3.32405E-05
eco_gcs1_t03542,8.97593E-05,0.000603889
eco_gcs1_t08310,1.89285E-05,0.00033287
eco_gcs1_t10215,0.000507137,0.000767767
eco_gcs1_t06849,0.000491191,0.000475436
eco_gcs1_t03219,0.005768811,0.003507914
eco_gcs1_t03874,1.32666E-05,7.30425E-05
eco_gcs1_t06715,0.000321471,0.000224187
eco_gcs1_t07836,0.000590997,0.000637349
eco_gcs1_t10937,3.27638E-05,5.75144E-05
eco_gcs1_t08933,0.000715633,0.001013245
eco_gcs1_t00969,0.011556746,0.004240879
eco_gcs1_t05579,0.000110701,0.000236926
eco_gcs1_t04672,2.02946E-05,4.87841E-05
eco_gcs1_t11383,4.15868E-05,6.4138E-05
eco_gcs1_t10090,0.002165947,0.001531066
eco_gcs1_t06850,0.000143921,0.000424525
eco_gcs1_t10631,1.07594E-05,0.00020106
eco_gcs1_t12510,0.001541856,0.006389301
eco_gcs1_t00406,0.006493065,0.002901894
eco_gcs1_t07925,3.47843E-05,0.000240379
eco_gcs1_t04145,6.14942E-05,0.000510307
eco_gcs1_t04876,2.81862E-05,0.000259046
eco_gcs1_t02769,0.004954159,0.014832976
eco_gcs1_t03301,0.003977208,0.00219368
eco_gcs1_t03879,1.64049E-05,0.000256416
eco_gcs1_t07540,0.002068329,0.001345635
eco_gcs1_t03031,0.000150003,0.000175463
eco_gcs1_t11566,0.016338854,0.001562055
eco_gcs1_t08002,6.70081E-05,0.000252294
eco_gcs1_t12305,0.001503873,0.010838972
eco_gcs1_t01606,3.96145E-05,5.64233E-05
eco_gcs1_t06447,4.32557E-05,0.000249321
eco_gcs1_t09703,0.000534633,0.000550561
eco_gcs1_t07957,0.001360791,0.000507357
eco_gcs1_t08892,2.00922E-05,0.000332844
eco_gcs1_t04200,6.24156E-06,3.00131E-05
eco_gcs1_t02390,0.000109125,0.000126243
eco_gcs1_t07437,3.68069E-05,0.000165816
eco_gcs1_t03896,0.000190002,0.000414021
eco_gcs1_t06987,0.000661464,0.001745699
eco_gcs1_t04605,0.000157997,0.001275254
eco_gcs1_t06682,0.002709648,0.001278558
eco_gcs1_t10383,3.69375E-05,0.001119186
eco_gcs1_t06607,0.000129453,0.000334205
eco_gcs1_t05407,7.77257E-05,0.002449372
eco_gcs1_t11674,0.021021897,0.006910534
eco_gcs1_t10335,0.001909291,0.057532422
eco_gcs1_t04316,1.28274E-05,6.36814E-05
eco_gcs1_t07216,0.001313891,0.003558121
eco_gcs1_t09954,0.000506568,0.000949669
eco_gcs1_t09154,0.000968865,0.002045815
eco_gcs1_t00378,6.10774E-05,0.000365825
eco_gcs1_t03602,8.04048E-05,0.000199656
eco_gcs1_t12069,0.001351881,0.002437145
eco_gcs1_t10658,7.4085E-05,0.000252659
eco_gcs1_t07436,0.000108782,0.000277443
eco_gcs1_t08459,0.010492008,0.005045478
eco_gcs1_t01595,3.95267E-06,3.68047E-05
eco_gcs1_t06248,0.001226354,0.000652635
eco_gcs1_t00107,0.001244714,0.001158918
eco_gcs1_t12515,0.0006343,0.001467789
